,,2300,-6.83,-7.77,-6.61,-5.06,-4.8,-6.86,-14.22,-17.83,-8.3,-4.92,-3.89,-4.52,-6.83,,,,,,,,,,,,,,,,,
,,2310,-6.42,-7.62,-6.6,-4.93,-4.53,-6.59,-13.83,-17.34,-8.07,-4.67,-3.74,-4.23,-6.42,,,,,,,,,,,,,,,,,
,,2320,-6.21,-7.61,-6.79,-5.1,-4.8,-6.8,-13.55,-17.51,-8.07,-4.65,-3.74,-4.17,-6.21,,,,,,,,,,,,,,,,,
,,2330,-5.73,-7.44,-7.16,-5.37,-5.01,-6.85,-13.19,-17.67,-8.13,-4.64,-3.64,-3.94,-5.73,,,,,,,,,,,,,,,,,
,,2340,-5.12,-6.92,-7.54,-6.1,-5.47,-7.16,-13.05,-19.02,-8.47,-4.77,-3.59,-3.82,-5.12,,,,,,,,,,,,,,,,,
,,2350,-4.65,-6.44,-7.76,-6.81,-6.24,-7.57,-13.06,-20.76,-9.31,-5.17,-3.73,-3.66,-4.65,,,,,,,,,,,,,,,,,
,,2360,-4.09,-5.71,-7.75,-7.51,-6.96,-8.13,-13.27,-23.21,-10.16,-5.65,-3.8,-3.46,-4.09,,,,,,,,,,,,,,,,,
,,2370,-3.61,-5.06,-7.48,-8.32,-7.89,-8.8,-13.47,-27.56,-11.58,-6.4,-4.08,-3.39,-3.61,,,,,,,,,,,,,,,,,
,,2380,-3.28,-4.46,-7.07,-8.77,-8.78,-9.89,-14.05,-35.46,-13.31,-7.11,-4.57,-3.47,-3.28,,,,,,,,,,,,,,,,,
,,2390,-3.06,-4.05,-6.38,-8.83,-9.89,-10.78,-14.62,-29.54,-15,-8.28,-5,-3.46,-3.06,,,,,,,,,,,,,,,,,
,,2400,-2.91,-3.61,-5.91,-8.73,-10.78,-12.5,-15.85,-23.67,-17.65,-9.77,-5.89,-3.79,-2.91,,,,,,,,,,,,,,,,,
,,2410,-2.86,-3.38,-5.3,-8.36,-11.22,-13.98,-16.64,-19.65,-18.55,-11.32,-6.63,-4.12,-2.86,,,,,,,,,,,,,,,,,
,,2420,-2.76,-3.14,-4.88,-7.83,-11.39,-15.01,-17.37,-15.99,-16.48,-12.68,-7.53,-4.48,-2.76,,,,,,,,,,,,,,,,,
,,2430,-2.91,-3.01,-4.6,-7.37,-11.06,-16.68,-17.79,-13.8,-13.58,-13.12,-8.68,-4.91,-2.91,,,,,,,,,,,,,,,,,
,,2440,-3.06,-2.97,-4.27,-6.88,-10.58,-17.84,-17.58,-11.81,-10.92,-12.44,-9.47,-5.46,-3.06,,,,,,,,,,,,,,,,,
,,2450,-3.36,-3.15,-4.24,-6.49,-10.15,-18.38,-17.74,-10.28,-9.28,-11.14,-10.54,-6.2,-3.36,,,,,,,,,,,,,,,,,
,,2460,-3.74,-3.41,-4.33,-6.28,-9.76,-18.66,-17.54,-9.39,-7.8,-9.84,-11.5,-7.01,-3.74,,,,,,,,,,,,,,,,,
,,2470,-4.35,-3.86,-4.6,-6.12,-9.26,-17.01,-17.6,-8.85,-6.89,-8.76,-11.77,-7.88,-4.35,,,,,,,,,,,,,,,,,
,,2480,-5.08,-4.43,-5.05,-6.19,-9.01,-16.64,-17.97,-8.48,-6.52,-8.13,-12.06,-8.9,-5.08,,,,,,,,,,,,,,,,,
,,2490,-5.94,-4.95,-5.29,-6.25,-8.61,-15.67,-17.55,-8.38,-6.12,-7.46,-12,-10,-5.94,,,,,,,,,,,,,,,,,
,,2500,-6.51,-5.66,-5.54,-6.39,-8.47,-15.24,-17.79,-8.3,-5.96,-7.31,-11.83,-10.61,-6.51,,,,,,,,,,,,,,,,,
,,2510,-7.22,-6.19,-5.91,-6.55,-8.38,-14.89,-18.04,-8.38,-5.92,-7.13,-11.86,-11.7,-7.22,,,,,,,,,,,,,,,,,
,,2520,-7.96,-6.62,-6.28,-6.73,-8.46,-14.95,-17.94,-8.29,-5.99,-7.08,-11.91,-12.51,-7.96,,,,,,,,,,,,,,,,,
,,2530,-8.52,-7.05,-6.41,-6.75,-8.41,-14.8,-17.52,-8.3,-6.08,-7.27,-12.27,-13.39,-8.52,,,,,,,,,,,,,,,,,
,,2540,-8.95,-7.34,-6.56,-6.81,-8.38,-14.47,-17.36,-8.36,-6.21,-7.4,-12.42,-14.08,-8.95,,,,,,,,,,,,,,,,,
,,2550,-9.4,-7.62,-6.82,-6.87,-8.15,-14.07,-17.09,-8.54,-6.3,-7.45,-12.67,-15.11,-9.4,,,,,,,,,,,,,,,,,
,,2560,-9.86,-7.97,-7.01,-6.82,-8.01,-13.29,-16.95,-8.54,-6.37,-7.5,-12.95,-15.79,-9.86,,,,,,,,,,,,,,,,,
,,2570,-10.22,-8.19,-7.24,-6.78,-7.47,-12.58,-17.02,-9.07,-6.65,-7.75,-13.14,-16.95,-10.22,,,,,,,,,,,,,,,,,
,,2580,-10.34,-8.38,-7.27,-6.66,-7.29,-12.1,-17.18,-9.34,-6.8,-7.84,-13.06,-17.28,-10.34,,,,,,,,,,,,,,,,,
,,2590,-10.69,-8.66,-7.41,-6.83,-7.4,-11.51,-17.09,-9.58,-7.1,-7.97,-13.25,-17.87,-10.69,,,,,,,,,,,,,,,,,
,,2600,-11.22,-8.95,-7.61,-6.98,-7.52,-11.66,-17.99,-10.4,-7.68,-8.38,-13.44,-18.06,-11.22,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
